,Latitude,Lat,Longitude,Lon,Altitude,CommandTX
444,3511.760742,b'N',8607.298828,b'W',254.9,0
445,3511.760742,b'N',8607.298828,b'W',255.0,0
446,3511.760742,b'N',8607.298828,b'W',255.0,0
447,3511.760498,b'N',8607.298828,b'W',254.9,0
448,3511.760498,b'N',8607.298828,b'W',255.0,0
449,3511.760498,b'N',8607.298828,b'W',255.0,0
450,3511.760498,b'N',8607.298828,b'W',255.0,0
451,3511.760498,b'N',8607.298828,b'W',255.0,0
452,3511.760498,b'N',8607.298828,b'W',255.0,0
453,3511.760498,b'N',8607.298828,b'W',255.0,0
454,3511.760498,b'N',8607.298828,b'W',255.0,0
455,3511.760498,b'N',8607.298828,b'W',255.0,0
456,3511.760498,b'N',8607.298828,b'W',255.0,0
457,3511.760498,b'N',8607.298828,b'W',255.0,0
458,3511.760498,b'N',8607.298828,b'W',255.0,0
459,3511.760498,b'N',8607.298828,b'W',255.0,0
460,3511.760254,b'N',8607.298828,b'W',255.0,0
461,3511.760498,b'N',8607.298828,b'W',255.0,0
462,3511.760498,b'N',8607.298828,b'W',255.0,0
463,3511.760254,b'N',8607.299805,b'W',255.0,0
464,3511.760254,b'N',8607.299805,b'W',255.1,0
465,3511.760254,b'N',8607.299805,b'W',255.1,0
466,3511.760254,b'N',8607.299805,b'W',255.1,0
467,3511.760254,b'N',8607.299805,b'W',255.1,0
468,3511.760254,b'N',8607.299805,b'W',255.1,0
469,3511.760254,b'N',8607.299805,b'W',255.1,0
470,3511.760254,b'N',8607.299805,b'W',255.1,0
471,3511.760254,b'N',8607.299805,b'W',255.1,0
472,3511.760254,b'N',8607.299805,b'W',255.0,0
473,3511.760254,b'N',8607.299805,b'W',255.0,0
474,3511.760254,b'N',8607.299805,b'W',255.0,0
475,3511.760254,b'N',8607.298828,b'W',255.0,0
476,3511.760498,b'N',8607.298828,b'W',255.0,0
477,3511.760254,b'N',8607.298828,b'W',255.0,0
478,3511.760254,b'N',8607.298828,b'W',255.0,0
479,3511.760498,b'N',8607.298828,b'W',255.0,0
480,3511.760498,b'N',8607.298828,b'W',255.0,0
481,3511.760498,b'N',8607.298828,b'W',255.0,0
482,3511.760498,b'N',8607.298828,b'W',255.0,0
483,3511.760498,b'N',8607.298828,b'W',255.0,0
484,3511.760498,b'N',8607.298828,b'W',255.0,0
485,3511.760498,b'N',8607.298828,b'W',255.0,0
486,3511.760498,b'N',8607.298828,b'W',255.0,0
487,3511.760498,b'N',8607.298828,b'W',255.0,0
488,3511.760498,b'N',8607.298828,b'W',255.0,0
489,3511.760498,b'N',8607.298828,b'W',255.0,0
490,3511.760254,b'N',8607.298828,b'W',255.0,0
491,3511.760254,b'N',8607.298828,b'W',255.0,0
492,3511.760254,b'N',8607.298828,b'W',255.0,0
493,3511.760254,b'N',8607.298828,b'W',255.0,0
